_id,user_id,product_id,rating
6614cf695d1100f390716697,1,e11b26b7c6bd9b92fd3381e90863929c,5
6614cf695d1100f390716698,1,86927a1ecbd562febed68a268ef24e9e,5
6614cf695d1100f390716699,1,5859d7268f7930c3987338138770d6e4,3
6614cf695d1100f39071669a,1,4f870803642cd124be4b6f0c89e9d4bf,5
6614cf695d1100f39071669b,1,3854023db5efc48adbf1810bd97ed554,3
6614cf695d1100f39071669c,1,de4dfc7d0b95af3b71b5ad00d25ba387,4
6614cf695d1100f39071669d,1,e2def319f6858dba3f50d83e1fc1d45e,3
6614cf695d1100f39071669e,1,451857d0c1385a1466c3c846fdbf6ab1,3
6614cf695d1100f39071669f,1,64e6c711-7bcc-5811-8046-0e3e502d952f,2
6614cf695d1100f3907166a0,1,425173534,3
6614cf695d1100f3907166a1,1,NORDG00000014,2
6614cf695d1100f3907166a2,1,88c93687-3eb3-5f54-a573-0037b531d52d,2
6614cf695d1100f3907166a3,2,f5160b84eeab1d4af0e18a10c0419670,5
6614cf695d1100f3907166a4,2,77937435cd82f472819976c8b70b0ea1,4
6614cf695d1100f3907166a5,2,0dc9870f1a602b7b4a90b7562b32e9f5,3
6614cf695d1100f3907166a6,2,4d97e228c792d34c18b41929900ba334,4
6614cf695d1100f3907166a7,2,d4107091fe566249d3e9a39c7362c398,5
6614cf695d1100f3907166a8,2,b879585abf9d0876160b2ff904be2aeb,4
6614cf695d1100f3907166a9,2,b9c1d9ee4d278ac406fbe1957380c696,4
6614cf695d1100f3907166aa,2,6c054b27175de92e5dd59a69ede146c7,4
6614cf695d1100f3907166ab,2,1884822738,1
6614cf695d1100f3907166ac,2,671891650,3
6614cf695d1100f3907166ad,2,373a7865-2d72-5177-9600-36fa3e4c8f69,3
6614cf695d1100f3907166ae,2,NYFSONT000541,3
6614cf695d1100f3907166af,3,347994638591acbb3f6f1c0853ebb33c,3
6614cf695d1100f3907166b0,3,c8bc973c51a067aa1fc9166ce1c7dfce,3
6614cf695d1100f3907166b1,3,92f1d79166d3d5c571e7d4ccbab75f66,4
6614cf695d1100f3907166b2,3,a8f05c16e8f1140fe6c52133ac594080,3
6614cf695d1100f3907166b3,3,0ef60aa154167d22d302f38e4a1b860a,4
6614cf695d1100f3907166b4,3,d7c3e8d7509627d971d5901f0b5b6130,4
6614cf695d1100f3907166b5,3,81bae68458bdf84d922a5573b96e9e93,3
6614cf695d1100f3907166b6,3,146627143d7b582b66db5965fbad73b3,3
6614cf695d1100f3907166b7,3,47360025-1099-5db9-8a1a-38a4817a66fa,3
6614cf695d1100f3907166b8,3,B08146T1JH,1
6614cf695d1100f3907166b9,3,B07JMNVS8X,1
6614cf695d1100f3907166ba,3,NYFCHBK000422,2
6614cf695d1100f3907166bb,4,07ba5053a889496d1d0b751c802c82e4,5
6614cf695d1100f3907166bc,4,d571d01797b5e57d5a966cc7ece377d2,5
6614cf695d1100f3907166bd,4,b830ade3354708b13a17e38f269ca342,4
6614cf695d1100f3907166be,4,4a8bbea92601d33cbd1a7c3169a72d95,4
6614cf695d1100f3907166bf,4,a1f3f2ff7fd6dcf04ae61c97bb905769,5
6614cf695d1100f3907166c0,4,a7d7dd511cdd7876b7773c634f4f99cf,4
6614cf695d1100f3907166c1,4,a5adade052521aadb1250661d012bf28,5
6614cf695d1100f3907166c2,4,b37741d6147848cf66c0890defaf8d9b,4
6614cf695d1100f3907166c3,4,B07HG73B8M,3
6614cf695d1100f3907166c4,4,NYFTITA000779,2
6614cf695d1100f3907166c5,4,375406530,3
6614cf695d1100f3907166c6,4,8807015188,3
6614cf695d1100f3907166c7,5,abf736bf23edb054be180f31508f8c21,5
6614cf695d1100f3907166c8,5,e7ef999c9950e17a5c9356da9d314047,3
6614cf695d1100f3907166c9,5,727e230497469a4fe3f7d4aace7eef59,5
6614cf695d1100f3907166ca,5,7e851a8c3fb3b44ee8f25b907d7007dc,3
6614cf695d1100f3907166cb,5,98d6cb9df1ae3ae2287983abffbd2e00,5
6614cf695d1100f3907166cc,5,66d8a2da01820de6f94f4469ddb2b4c2,3
6614cf695d1100f3907166cd,5,d81e13b8c6b7acc3045b60dd06e14bac,4
6614cf695d1100f3907166ce,5,895ccca5ff43f2150794f38b9ae0aea3,5
6614cf695d1100f3907166cf,5,NORDG00000068,3
6614cf695d1100f3907166d0,5,3442448387,4
6614cf695d1100f3907166d1,5,B08CHM943M,4
6614cf695d1100f3907166d2,5,FOSSI00000492,4
6614cf695d1100f3907166d3,6,55f370af1e1611b45c2ab6ff46a47f99,5
6614cf695d1100f3907166d4,6,db058f18342d0cb5446d71ecf5aa2406,4
6614cf695d1100f3907166d5,6,655cb6c608013493e7633c0622ce02ec,3
6614cf695d1100f3907166d6,6,5ad0b6ee47cad80134fb10b971789ef5,5
6614cf695d1100f3907166d7,6,eab8eb7630f98dbc9021c1cffb078a4b,3
6614cf695d1100f3907166d8,6,2df208c554a121478c3a81d2ebb67569,4
6614cf695d1100f3907166d9,6,3c1c510ce07c032623db20a56437b1cc,3
6614cf695d1100f3907166da,6,250eb18f13a1f445089d6919abf4aae0,4
6614cf695d1100f3907166db,6,B07MBRD7D9,4
6614cf695d1100f3907166dc,6,671001787,1
6614cf695d1100f3907166dd,6,NYFGIOR000664,4
6614cf695d1100f3907166de,6,1740595939,1
6614cf695d1100f3907166df,7,8f21b6c62369d46f49232bcdf5e9aa6f,5
6614cf695d1100f3907166e0,7,94e481e8b981277d03808306e4e9681b,3
6614cf695d1100f3907166e1,7,f9b2d278f506070cf56670077990cd2c,4
6614cf695d1100f3907166e2,7,6a641f71e90198d990faec4f8a50b62c,4
6614cf695d1100f3907166e3,7,adf305aab71b9cbb0e1b3ce38cd3b2fc,4
6614cf695d1100f3907166e4,7,545781c5fbb1f3a8c9a983a58a2becee,4
6614cf695d1100f3907166e5,7,156a5e29ad8b6ad65ee4dadaa25264e3,5
6614cf695d1100f3907166e6,7,0a3a123279ed84707aa42314e046b2d9,5
6614cf695d1100f3907166e7,7,597d90d8-9d19-564b-a876-c06bbdd53374,2
6614cf695d1100f3907166e8,7,B08FCMWT8Q,1
6614cf695d1100f3907166e9,7,B08855RWZG,2
6614cf695d1100f3907166ea,7,553266500,1
6614cf695d1100f3907166eb,8,578b1416f6c562a65750b8de597ebd22,3
6614cf695d1100f3907166ec,8,dde054648d83da6623359239a8b0bfda,4
6614cf695d1100f3907166ed,8,642da87f444d8feef937009c6623431d,4
6614cf695d1100f3907166ee,8,fc09e6dcdf576cc558d01b96eb6e9fac,3
6614cf695d1100f3907166ef,8,a18777f2f58cac8a9781717e4c8cb4a8,5
6614cf695d1100f3907166f0,8,c286cebd3a83b94ecaf625fb4632b423,4
6614cf695d1100f3907166f1,8,ca62888a827c3e100d7d568ec5566b13,4
6614cf695d1100f3907166f2,8,0493381561cd01a7c37607cbe9b3578c,5
6614cf695d1100f3907166f3,8,B07JWVYGSC,1
6614cf695d1100f3907166f4,8,13fa8af8-bdb0-5a86-b4bc-c5f766ea6d12,2
6614cf695d1100f3907166f5,8,FASAA00000307,2
6614cf695d1100f3907166f6,8,2266084372,2
6614cf695d1100f3907166f7,9,8fe5315c85ea246c3c8047993b55799a,3
6614cf695d1100f3907166f8,9,878b0321599e7f5c5a42e6418c7daca7,4
6614cf695d1100f3907166f9,9,9c16bad3958e88b21facf5fc689c7a73,5
6614cf695d1100f3907166fa,9,bc5016dfb65418b68f593731729f23ba,3
6614cf695d1100f3907166fb,9,0f3a79738d1b909c15b211266ee3fd21,4
6614cf695d1100f3907166fc,9,678fa9dbf757b6e6f6ef4bb103f9246b,5
6614cf695d1100f3907166fd,9,a508c6f66e5bbbb9ea196f64f12cff69,3
6614cf695d1100f3907166fe,9,5da825c26ed930a4fdb2269fe2a18b0f,4
6614cf695d1100f3907166ff,9,345316991,2
6614cf695d1100f390716700,9,B076MRCT6B,3
6614cf695d1100f390716701,9,NYFJKWCH01214,1
6614cf695d1100f390716702,9,82efd97c-f4aa-5ce3-a209-ef7ab5bddf0d,3
6614cf695d1100f390716703,10,795e46d99893b6d1de05852d85a96375,5
6614cf695d1100f390716704,10,8cd61b51141c6b797e3c59f169e0e288,5
6614cf695d1100f390716705,10,37d5b03a989d9391b7e20d8b09edf61a,4
6614cf695d1100f390716706,10,3cd70f2eb06f96e57664892cb0dbac47,3
6614cf695d1100f390716707,10,20db18b92731ed14d5a8638f5bab9343,5
6614cf695d1100f390716708,10,58b625e0cfcd142f7d0f90ef054dc639,5
6614cf695d1100f390716709,10,001ea8215e519a8388c1f1574662550e,4
6614cf695d1100f39071670a,10,23e03b38dbb0171d3485cecfb8e3baa1,5
6614cf695d1100f39071670b,10,241141788,2
6614cf695d1100f39071670c,10,B09BB4NYSP,2
6614cf695d1100f39071670d,10,553480669,1
6614cf695d1100f39071670e,10,067166865X,1
6614cf695d1100f39071670f,11,7d45b1a2e331e8d4e49ab30b1b83f694,5
6614cf695d1100f390716710,11,100df5c43cc7728df3aa229c73c32b75,3
6614cf695d1100f390716711,11,8beb8e3fe3f7b655ee46ea99bc356fa0,4
